"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+3.95658079040E+007, +1.13160962610E-001, -3.55715829411E-002
+3.98159079540E+007, +1.14196241950E-001, -3.75868287781E-002
+4.00660080040E+007, +1.15360295016E-001, -3.96545428994E-002
+4.03161080540E+007, +1.16517213986E-001, -4.16615959317E-002
+4.05662081041E+007, +1.17556748246E-001, -4.38653920478E-002
+4.08163081541E+007, +1.18727220050E-001, -4.60129596647E-002
+4.10664082041E+007, +1.19688167008E-001, -4.82951056627E-002
+4.13165082541E+007, +1.20702787024E-001, -5.05317835041E-002
+4.15666083042E+007, +1.21834772647E-001, -5.28688505644E-002
+4.18167083542E+007, +1.22897410290E-001, -5.53281679105E-002
+4.20668084042E+007, +1.23916950137E-001, -5.79931832598E-002
+4.23169084542E+007, +1.25118814900E-001, -6.03953590425E-002
+4.25670085043E+007, +1.26066316478E-001, -6.31428692508E-002
+4.28171085543E+007, +1.27118421382E-001, -6.58223399214E-002
+4.30672086043E+007, +1.28289076015E-001, -6.85755393202E-002
+4.33173086543E+007, +1.29324708826E-001, -7.14511928725E-002
+4.35674087044E+007, +1.30385986611E-001, -7.43770932484E-002
+4.38175087544E+007, +1.31316004394E-001, -7.72586283154E-002
+4.40676088044E+007, +1.32371541585E-001, -8.05126393282E-002
+4.43177088544E+007, +1.33317326369E-001, -8.37833876985E-002
+4.45678089045E+007, +1.34339265099E-001, -8.69832561689E-002
+4.48179089545E+007, +1.35359902315E-001, -9.04293250833E-002
+4.50680090045E+007, +1.36281982226E-001, -9.38232771840E-002
+4.53181090545E+007, +1.37311822249E-001, -9.74870565120E-002
+4.55682091046E+007, +1.38199387205E-001, -1.01225042455E-001
+4.58183091546E+007, +1.39190377614E-001, -1.05226776892E-001
+4.60684092046E+007, +1.39989612440E-001, -1.09026088288E-001
+4.63185092546E+007, +1.40957653952E-001, -1.13087293794E-001
+4.65686093047E+007, +1.41813284753E-001, -1.17387831800E-001
+4.68187093547E+007, +1.42576634609E-001, -1.21729377001E-001
+4.70688094047E+007, +1.43465780820E-001, -1.26356662248E-001
+4.73189094547E+007, +1.44224666622E-001, -1.30979526500E-001
+4.75690095048E+007, +1.45057478936E-001, -1.35832367789E-001
+4.78191095548E+007, +1.45665101142E-001, -1.40963985791E-001
+4.80692096048E+007, +1.46278260689E-001, -1.46180531212E-001
+4.83193096548E+007, +1.46954991124E-001, -1.51623505702E-001
+4.85694097049E+007, +1.47453284030E-001, -1.57161107200E-001
+4.88195097549E+007, +1.47884376293E-001, -1.63197662341E-001
+4.90696098049E+007, +1.48363588909E-001, -1.69241734071E-001
+4.93197098549E+007, +1.48794841292E-001, -1.75613662414E-001
+4.95698099050E+007, +1.49072132618E-001, -1.82211062266E-001
+4.98199099550E+007, +1.49190999071E-001, -1.89122216245E-001
+5.00700100050E+007, +1.49259471611E-001, -1.96344192985E-001
+5.03201100550E+007, +1.49145775634E-001, -2.03821506196E-001
+5.05702101051E+007, +1.48970079276E-001, -2.11819900013E-001
+5.08203101551E+007, +1.48616835803E-001, -2.20053438686E-001
+5.10704102051E+007, +1.47941669693E-001, -2.28708725377E-001
+5.13205102551E+007, +1.47251413800E-001, -2.37855739601E-001
+5.15706103052E+007, +1.46301624163E-001, -2.47268243432E-001
+5.18207103552E+007, +1.45037249571E-001, -2.57314863432E-001
+5.20708104052E+007, +1.43437745271E-001, -2.67867088406E-001
+5.23209104552E+007, +1.41542072057E-001, -2.78990932382E-001
+5.25710105053E+007, +1.39205915695E-001, -2.90644143883E-001
+5.28211105553E+007, +1.36382559090E-001, -3.03020009387E-001
+5.30712106053E+007, +1.33079583884E-001, -3.15971373402E-001
+5.33213106553E+007, +1.29220492275E-001, -3.29631285418E-001
+5.35714107054E+007, +1.24550625708E-001, -3.44201253711E-001
+5.38215107554E+007, +1.19212892727E-001, -3.59525173765E-001
+5.40716108054E+007, +1.12769266422E-001, -3.75742469788E-001
+5.43217108554E+007, +1.05201695676E-001, -3.92954615597E-001
+5.45718109055E+007, +9.63785329122E-002, -4.11112804956E-001
+5.48219109555E+007, +8.60332681247E-002, -4.30223869879E-001
+5.50720110055E+007, +7.38721996974E-002, -4.50288160741E-001
+5.53221110555E+007, +5.95416216201E-002, -4.71463149771E-001
+5.55722111056E+007, +4.27149957730E-002, -4.93297419219E-001
+5.58223111556E+007, +2.30473285122E-002, -5.16113316023E-001
+5.60724112056E+007, -6.85759072870E-005, -5.39701896424E-001
+5.63225112556E+007, -2.67055697632E-002, -5.63465318589E-001
+5.65726113057E+007, -5.81555986763E-002, -5.87073010030E-001
+5.68227113557E+007, -9.46897152153E-002, -6.10057617796E-001
+5.70728114057E+007, -1.36797146138E-001, -6.31478092755E-001
+5.73229114557E+007, -1.85380357298E-001, -6.49783449808E-001
+5.75730115058E+007, -2.40875001633E-001, -6.64026532078E-001
+5.78231115558E+007, -3.02379117300E-001, -6.71758541851E-001
+5.80732116058E+007, -3.70106336641E-001, -6.71258432453E-001
+5.83233116558E+007, -4.42717537828E-001, -6.59898861723E-001
+5.85734117059E+007, -5.17369286115E-001, -6.35649719004E-001
+5.88235117559E+007, -5.91529141556E-001, -5.97040150085E-001
+5.90736118059E+007, -6.60443603441E-001, -5.43076574055E-001
+5.93237118559E+007, -7.20098037204E-001, -4.75441075787E-001
+5.95738119060E+007, -7.66748067441E-001, -3.96826959726E-001
+5.98239119560E+007, -7.97337686148E-001, -3.10722468999E-001
+6.00740120060E+007, -8.11031572443E-001, -2.22766545350E-001
+6.03241120560E+007, -8.08848085305E-001, -1.37080010971E-001
+6.05742121061E+007, -7.92422106629E-001, -5.69038960922E-002
+6.08243121561E+007, -7.64635504076E-001, +1.46689905354E-002
+6.10744122061E+007, -7.28917669203E-001, +7.60662774613E-002
+6.13245122561E+007, -6.88235048489E-001, +1.27528566609E-001
+6.15746123062E+007, -6.45229492181E-001, +1.69543057087E-001
+6.18247123562E+007, -6.01328607571E-001, +2.02533384007E-001
+6.20748124062E+007, -5.58655792953E-001, +2.28184866461E-001
+6.23249124562E+007, -5.17253299028E-001, +2.47279569497E-001
+6.25750125063E+007, -4.78359022399E-001, +2.61063751681E-001
+6.28251125563E+007, -4.41965076958E-001, +2.70876199563E-001
+6.30752126063E+007, -4.08391361864E-001, +2.77021059496E-001
+6.33253126563E+007, -3.76917543443E-001, +2.80326091395E-001
+6.35754127064E+007, -3.48282467546E-001, +2.81822226343E-001
+6.38255127564E+007, -3.22012882700E-001, +2.81339999613E-001
+6.40756128064E+007, -2.97789047768E-001, +2.79781016307E-001
+6.43257128564E+007, -2.75588156913E-001, +2.77253522885E-001
+6.45758129065E+007, -2.55340495991E-001, +2.73868866027E-001
+6.48259129565E+007, -2.36731720045E-001, +2.70062073744E-001
+6.50760130065E+007, -2.19261183836E-001, +2.65638483708E-001
+6.53261130565E+007, -2.03578336365E-001, +2.61090114341E-001
+6.55762131066E+007, -1.88688272659E-001, +2.56212153675E-001
+6.58263131566E+007, -1.75232054567E-001, +2.51208174726E-001
+6.60764132066E+007, -1.62603186981E-001, +2.45985798264E-001
+6.63265132566E+007, -1.51099612071E-001, +2.40706167568E-001
+6.65766133067E+007, -1.40293051203E-001, +2.35571761070E-001
+6.68267133567E+007, -1.30251464333E-001, +2.30371513572E-001
+6.70768134067E+007, -1.20834444604E-001, +2.25103509208E-001
+6.73269134567E+007, -1.12387847689E-001, +2.20188277352E-001
+6.75770135068E+007, -1.04306870841E-001, +2.15329793369E-001
+6.78271135568E+007, -9.67817780447E-002, +2.10335239144E-001
+6.80772136068E+007, -8.97265808462E-002, +2.05503737358E-001
+6.83273136568E+007, -8.31091009774E-002, +2.00864107219E-001
+6.85774137069E+007, -7.69648333967E-002, +1.96194925257E-001
+6.88275137569E+007, -7.12401104512E-002, +1.91645384887E-001
+6.90776138069E+007, -6.57723081473E-002, +1.87120249144E-001
+6.93277138569E+007, -6.06469780134E-002, +1.82889146251E-001
+6.95778139070E+007, -5.59023236871E-002, +1.78596572235E-001
+6.98279139570E+007, -5.13701901397E-002, +1.74514666809E-001
+7.00780140070E+007, -4.72302811817E-002, +1.70472493213E-001
+7.03281140570E+007, -4.31893416225E-002, +1.66549518141E-001
+7.05782141071E+007, -3.95004895699E-002, +1.62646941893E-001
+7.08283141571E+007, -3.60470300325E-002, +1.59005509888E-001
+7.10784142071E+007, -3.25778936194E-002, +1.55358605654E-001
+7.13285142571E+007, -2.95413601359E-002, +1.51926519164E-001
+7.15786143072E+007, -2.64973318731E-002, +1.48595351999E-001
+7.18287143572E+007, -2.36284305959E-002, +1.45274058718E-001
+7.20788144072E+007, -2.09239570141E-002, +1.42009912446E-001
+7.23289144572E+007, -1.83781545510E-002, +1.38829036111E-001
+7.25790145073E+007, -1.60387834546E-002, +1.35765625574E-001
+7.28291145573E+007, -1.36860175539E-002, +1.32865532261E-001
+7.30792146073E+007, -1.14400942378E-002, +1.29841881326E-001
+7.33293146573E+007, -9.29661283207E-003, +1.26974042940E-001
+7.35794147074E+007, -7.32791760581E-003, +1.24045545343E-001
+7.38295147574E+007, -5.30616097820E-003, +1.21279199672E-001
+7.40796148074E+007, -3.51262601715E-003, +1.18540940759E-001
+7.43297148574E+007, -1.79643363179E-003, +1.15817747856E-001
+7.45798149075E+007, -2.16842149119E-004, +1.13261114198E-001
+7.48299149575E+007, +1.34366009874E-003, +1.10695831230E-001
+7.50800150075E+007, +2.80260581032E-003, +1.08177234196E-001
+7.53301150575E+007, +4.13771942397E-003, +1.05597809498E-001
+7.55802151076E+007, +5.51080292498E-003, +1.03211377908E-001
+7.58303151576E+007, +6.77391304848E-003, +1.00943126631E-001
+7.60804152076E+007, +7.99495567074E-003, +9.85382858537E-002
+7.63305152576E+007, +9.11553504502E-003, +9.62325918541E-002
+7.65806153077E+007, +1.02398119237E-002, +9.39853451363E-002
+7.68307153577E+007, +1.12785123426E-002, +9.18303550921E-002
+7.70808154077E+007, +1.21472855584E-002, +8.96959259222E-002
+7.73309154577E+007, +1.30424448315E-002, +8.74680464990E-002
+7.75810155078E+007, +1.37919998281E-002, +8.54271395624E-002
+7.78311155578E+007, +1.45553781407E-002, +8.33203565943E-002
+7.80812156078E+007, +1.52181034428E-002, +8.13277788650E-002
+7.83313156578E+007, +1.60138730128E-002, +7.94628264316E-002
+7.85814157079E+007, +1.65304782254E-002, +7.75198419605E-002
+7.88315157579E+007, +1.71152466868E-002, +7.56987403842E-002
+7.90816158079E+007, +1.77141952786E-002, +7.38414971414E-002
+7.93317158579E+007, +1.82951918104E-002, +7.20960155694E-002
+7.95818159080E+007, +1.86696005322E-002, +7.03164309311E-002
+7.98319159580E+007, +1.92841592894E-002, +6.85408185271E-002
+8.00820160080E+007, +1.97477589642E-002, +6.67019794165E-002
+8.03321160580E+007, +2.00668897452E-002, +6.51017780113E-002
+8.05822161081E+007, +2.03133657674E-002, +6.35307469652E-002
+8.08323161581E+007, +2.06970983502E-002, +6.18651528698E-002
+8.10824162081E+007, +2.08685768219E-002, +6.04080837131E-002
+8.13325162581E+007, +2.12269170328E-002, +5.87740033275E-002
+8.15826163082E+007, +2.14078209638E-002, +5.71964403243E-002
+8.18327163582E+007, +2.16183960762E-002, +5.57091267640E-002
+8.20828164082E+007, +2.18767561579E-002, +5.42466404146E-002
+8.23329164582E+007, +2.19938195557E-002, +5.28706166906E-002
+8.25830165083E+007, +2.21815154936E-002, +5.14728998470E-002
+8.28331165583E+007, +2.21968060955E-002, +4.99871840583E-002
+8.30832166083E+007, +2.25289470555E-002, +4.88214947582E-002
+8.33333166583E+007, +2.24443991348E-002, +4.73436930336E-002
+8.35834167084E+007, +2.24061316463E-002, +4.60273777126E-002
+8.38335167584E+007, +2.25348172226E-002, +4.47251663277E-002
+8.40836168084E+007, +2.24308870026E-002, +4.37356798443E-002
+8.43337168584E+007, +2.24728701558E-002, +4.22351802549E-002
+8.45838169085E+007, +2.24957142958E-002, +4.10324342929E-002
+8.48339169585E+007, +2.24725467997E-002, +3.99299098601E-002
+8.50840170085E+007, +2.24657928654E-002, +3.86354111426E-002
+8.53341170585E+007, +2.22204567800E-002, +3.74908953569E-002
+8.55842171086E+007, +2.21667894098E-002, +3.63688332820E-002
+8.58343171586E+007, +2.22369712902E-002, +3.54021168713E-002
+8.60844172086E+007, +2.19379974976E-002, +3.42329154850E-002
+8.63345172586E+007, +2.17879073062E-002, +3.32187694500E-002
+8.65846173087E+007, +2.16611268793E-002, +3.20851312183E-002
+8.68347173587E+007, +2.14951643245E-002, +3.10884008619E-002
+8.70848174087E+007, +2.12914769792E-002, +3.01047122210E-002
+8.73349174587E+007, +2.10736851858E-002, +2.91672194177E-002
+8.75850175088E+007, +2.09001426062E-002, +2.81625926025E-002
+8.78351175588E+007, +2.05429750986E-002, +2.72850380268E-002
+8.80852176088E+007, +2.01191672825E-002, +2.60663334029E-002
+8.83353176588E+007, +2.01042728978E-002, +2.54793063525E-002
+8.85854177089E+007, +1.99773857906E-002, +2.45520238419E-002
+8.88355177589E+007, +1.97356097765E-002, +2.37300056421E-002
+8.90856178089E+007, +1.95958546362E-002, +2.26878701791E-002
+8.93357178589E+007, +1.92268392520E-002, +2.20642584475E-002
+8.95858179090E+007, +1.91294210117E-002, +2.11496687638E-002
+8.98359179590E+007, +1.85060662986E-002, +2.04213590755E-002
+9.00860180090E+007, +1.83648693115E-002, +1.93752580644E-002
+9.03361180590E+007, +1.77716948361E-002, +1.89942829801E-002
+9.05862181091E+007, +1.75864315524E-002, +1.80644602522E-002
+9.08363181591E+007, +1.72320395112E-002, +1.76080990341E-002
+9.10864182091E+007, +1.68472002586E-002, +1.67900859710E-002
+9.13365182591E+007, +1.57054040938E-002, +1.61683549979E-002
+9.15866183092E+007, +1.61501190941E-002, +1.53703148250E-002
+9.18367183592E+007, +1.56726070109E-002, +1.47796748116E-002
+9.20868184092E+007, +1.54344314045E-002, +1.40340607667E-002
+9.23369184592E+007, +1.52222799467E-002, +1.33289525127E-002
+9.25870185093E+007, +1.47011543058E-002, +1.27816480602E-002
+9.28371185593E+007, +1.43242319439E-002, +1.23281411707E-002
+9.30872186093E+007, +1.37876351821E-002, +1.17492602470E-002
+9.33373186593E+007, +1.35336344909E-002, +1.12021422024E-002
+9.35874187094E+007, +1.32071438232E-002, +1.07362734252E-002
+9.38375187594E+007, +1.27720809390E-002, +1.01944911359E-002
+9.40876188094E+007, +1.23470351201E-002, +9.55043666648E-003
+9.43377188594E+007, +1.20199477432E-002, +9.12132078174E-003
+9.45878189095E+007, +1.18498939688E-002, +8.45454315731E-003
+9.48379189595E+007, +1.12589798715E-002, +8.08390557430E-003
+9.50880190095E+007, +1.08075516016E-002, +7.60335759224E-003
+9.53381190595E+007, +1.01947951742E-002, +7.19726932947E-003
+9.55882191096E+007, +9.98904571324E-003, +6.64895521796E-003
+9.58383191596E+007, +9.55246815360E-003, +6.32043773754E-003
+9.60884192096E+007, +9.08025705970E-003, +5.94743828408E-003
+9.63385192596E+007, +8.48011088973E-003, +4.63336381370E-003
+9.65886193097E+007, +8.22562432359E-003, +5.02909359903E-003
+9.68387193597E+007, +7.80314107243E-003, +4.63270543961E-003
+9.70888194097E+007, +7.29421837528E-003, +4.20733617823E-003
+9.73389194597E+007, +6.81568057114E-003, +3.94008884099E-003
+9.75890195098E+007, +6.51159185515E-003, +3.52271009154E-003
+9.78391195598E+007, +5.97789423806E-003, +3.24195438617E-003
+9.80892196098E+007, +5.59693867317E-003, +2.96527452734E-003
+9.83393196598E+007, +4.97455657500E-003, +2.67656557353E-003
+9.85894197099E+007, +4.52089889405E-003, +2.33460101991E-003
+9.88395197599E+007, +3.96173846638E-003, +2.00501280025E-003
+9.90896198099E+007, +3.53401041365E-003, +1.69220300083E-003
+9.93397198599E+007, +2.96201489346E-003, +1.58071716102E-003
+9.95898199100E+007, +2.61074571660E-003, +1.80137716787E-003
+9.98399199600E+007, +2.11620694078E-003, +1.13264032901E-003
+1.00090020010E+008, +1.65396004474E-003, +9.17290862406E-004
+1.00340120060E+008, +1.14788010096E-003, +6.75792228676E-004
+1.00590220110E+008, +7.13628347972E-004, +5.67009548542E-004
+1.00840320160E+008, +1.61825301860E-004, +4.20956720535E-004
+1.01090420210E+008, -2.46060980401E-004, +2.06188830169E-004
+1.01340520260E+008, -7.39916689792E-004, -1.57759649649E-005
+1.01590620310E+008, -1.26982409451E-003, -6.30370646752E-005
+1.01840720360E+008, -1.69324937502E-003, -1.95416370297E-004
+1.02090820410E+008, -2.13457689075E-003, -3.21852730831E-004
+1.02340920460E+008, -2.66934233699E-003, -4.43493968014E-004
+1.02591020510E+008, -3.20254812206E-003, -4.62121848254E-004
+1.02841120560E+008, -3.57119730367E-003, -5.57750044568E-004
+1.03091220610E+008, -4.11043136350E-003, -6.21500196974E-004
+1.03341320660E+008, -4.54106248012E-003, -6.69956517811E-004
+1.03591420710E+008, -5.02010146882E-003, -7.20973539989E-004
+1.03841520760E+008, -5.44490900257E-003, -6.38740359229E-004
+1.04091620810E+008, -5.99195818228E-003, -6.32150364200E-004
+1.04341720860E+008, -6.33784523428E-003, -7.17345344190E-004
+1.04591820910E+008, -6.77000834630E-003, -7.70857357776E-004
+1.04841920960E+008, -7.29168856591E-003, -5.77361406361E-004
+1.05092021011E+008, -7.73354979665E-003, -6.02334251823E-004
