"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+1.03041020510E+007, +9.72121062729E-003, +1.87679818482E-002
+1.05542021011E+007, +1.01500218490E-002, +1.91497271047E-002
+1.08043021511E+007, +1.06389218342E-002, +1.94792232558E-002
+1.10544022011E+007, +1.12012581597E-002, +1.98522212121E-002
+1.13045022511E+007, +1.15899939683E-002, +2.00857706023E-002
+1.15546023012E+007, +1.22043084233E-002, +2.03494410542E-002
+1.18047023512E+007, +1.27076618758E-002, +2.07916330359E-002
+1.20548024012E+007, +1.32264594433E-002, +2.11505857120E-002
+1.23049024512E+007, +1.37164783301E-002, +2.14069978502E-002
+1.25550025013E+007, +1.42985028658E-002, +2.17697533534E-002
+1.28051025513E+007, +1.49921932819E-002, +2.20533758783E-002
+1.30552026013E+007, +1.54026144696E-002, +2.23592087336E-002
+1.33053026513E+007, +1.59715693078E-002, +2.26067153413E-002
+1.35554027014E+007, +1.65229320095E-002, +2.29185309544E-002
+1.38055027514E+007, +1.71019140958E-002, +2.31285522877E-002
+1.40556028014E+007, +1.78533097691E-002, +2.33538522224E-002
+1.43057028514E+007, +1.84437338503E-002, +2.36541458575E-002
+1.45558029015E+007, +1.90470562898E-002, +2.38028129407E-002
+1.48059029515E+007, +1.96011805706E-002, +2.40144092584E-002
+1.50560030015E+007, +2.03288746526E-002, +2.43226985932E-002
+1.53061030515E+007, +2.10735668643E-002, +2.44877159196E-002
+1.55562031016E+007, +2.14179763465E-002, +2.48234687853E-002
+1.58063031516E+007, +2.23192102878E-002, +2.48443450179E-002
+1.60564032016E+007, +2.29434352740E-002, +2.50226005499E-002
+1.63065032516E+007, +2.37365594444E-002, +2.51973441875E-002
+1.65566033017E+007, +2.44826468798E-002, +2.53301990158E-002
+1.68067033517E+007, +2.50695358164E-002, +2.55668592648E-002
+1.70568034017E+007, +2.58284802918E-002, +2.56088837563E-002
+1.73069034517E+007, +2.65361013616E-002, +2.56220571033E-002
+1.75570035018E+007, +2.73710908598E-002, +2.58836648152E-002
+1.78071035518E+007, +2.79883705007E-002, +2.59441986112E-002
+1.80572036018E+007, +2.88545522164E-002, +2.60016888281E-002
+1.83073036518E+007, +2.96209419067E-002, +2.61041596388E-002
+1.85574037019E+007, +3.03555864996E-002, +2.61741123824E-002
+1.88075037519E+007, +3.12412105760E-002, +2.62521506192E-002
+1.90576038019E+007, +3.20164935357E-002, +2.62313888643E-002
+1.93077038519E+007, +3.27829692232E-002, +2.62592638754E-002
+1.95578039020E+007, +3.35499612412E-002, +2.62776545989E-002
+1.98079039520E+007, +3.44485864974E-002, +2.62495469907E-002
+2.00580040020E+007, +3.51849688633E-002, +2.62693429172E-002
+2.03081040520E+007, +3.60381160084E-002, +2.61936573232E-002
+2.05582041021E+007, +3.68514866317E-002, +2.61040884857E-002
+2.08083041521E+007, +3.77397147697E-002, +2.60487763123E-002
+2.10584042021E+007, +3.85895220112E-002, +2.60422719379E-002
+2.13085042521E+007, +3.94372960073E-002, +2.59193473937E-002
+2.15586043022E+007, +4.02882947578E-002, +2.57694412875E-002
+2.18087043522E+007, +4.11433210446E-002, +2.56749942704E-002
+2.20588044022E+007, +4.20540015202E-002, +2.56153979305E-002
+2.23089044522E+007, +4.29813905541E-002, +2.53357178613E-002
+2.25590045023E+007, +4.39004385099E-002, +2.53574974588E-002
+2.28091045523E+007, +4.47173638883E-002, +2.50387952534E-002
+2.30592046023E+007, +4.55931355647E-002, +2.49042789595E-002
+2.33093046523E+007, +4.65393936679E-002, +2.47165712972E-002
+2.35594047024E+007, +4.75242853571E-002, +2.45144616522E-002
+2.38095047524E+007, +4.84016672887E-002, +2.41880429715E-002
+2.40596048024E+007, +4.93432860657E-002, +2.39566342943E-002
+2.43097048524E+007, +5.02867107104E-002, +2.37237536762E-002
+2.45598049025E+007, +5.12826964754E-002, +2.33276500248E-002
+2.48099049525E+007, +5.22625439622E-002, +2.30658469343E-002
+2.50600050025E+007, +5.32095925002E-002, +2.27518508695E-002
+2.53101050525E+007, +5.40962275442E-002, +2.24239336413E-002
+2.55602051026E+007, +5.49859404102E-002, +2.19948454032E-002
+2.58103051526E+007, +5.61310512679E-002, +2.16622786513E-002
+2.60604052026E+007, +5.71114657188E-002, +2.12258263461E-002
+2.63105052526E+007, +5.80213789131E-002, +2.08115899365E-002
+2.65606053027E+007, +5.90714173437E-002, +2.03109156924E-002
+2.68107053527E+007, +6.01975986042E-002, +2.00046851192E-002
+2.70608054027E+007, +6.09634006811E-002, +1.94112584749E-002
+2.73109054527E+007, +6.20525920211E-002, +1.89436235696E-002
+2.75610055028E+007, +6.30834513004E-002, +1.85219696606E-002
+2.78111055528E+007, +6.41253579321E-002, +1.79468848608E-002
+2.80612056028E+007, +6.51156327839E-002, +1.73514030807E-002
+2.83113056528E+007, +6.60063526059E-002, +1.67793240074E-002
+2.85614057029E+007, +6.71752235177E-002, +1.62826910933E-002
+2.88115057529E+007, +6.83238731360E-002, +1.55915481267E-002
+2.90616058029E+007, +6.92748522730E-002, +1.49654278052E-002
+2.93117058529E+007, +7.03633907362E-002, +1.43508350555E-002
+2.95618059030E+007, +7.12610621257E-002, +1.36134108714E-002
+2.98119059530E+007, +7.24337813185E-002, +1.29418610168E-002
+3.00620060030E+007, +7.35582713029E-002, +1.22230175957E-002
+3.03121060530E+007, +7.44849615221E-002, +1.14879332381E-002
+3.05622061031E+007, +7.56328988077E-002, +1.06987640302E-002
+3.08123061531E+007, +7.66185965931E-002, +9.83376269037E-003
+3.10624062031E+007, +7.78161295795E-002, +9.03089241095E-003
+3.13125062531E+007, +7.87381156206E-002, +8.25101002946E-003
+3.15626063032E+007, +7.99579195089E-002, +7.36180089062E-003
+3.18127063532E+007, +8.10081870978E-002, +6.43784503206E-003
+3.20628064032E+007, +8.20795266987E-002, +5.51344814587E-003
+3.23129064532E+007, +8.31737575993E-002, +4.54793212312E-003
+3.25630065033E+007, +8.43141992035E-002, +3.55572572722E-003
+3.28131065533E+007, +8.53420439048E-002, +2.56138737595E-003
+3.30632066033E+007, +8.63791542857E-002, +1.50756427327E-003
+3.33133066533E+007, +8.76819365204E-002, +4.22248537481E-004
+3.35634067034E+007, +8.87097152415E-002, -5.91492340090E-004
+3.38135067534E+007, +8.98233723906E-002, -1.64878489545E-003
+3.40636068034E+007, +9.09325823091E-002, -2.85735215279E-003
+3.43137068534E+007, +9.20819437588E-002, -4.04054054121E-003
+3.45638069035E+007, +9.31889121362E-002, -5.21348002057E-003
+3.48139069535E+007, +9.43239127324E-002, -6.42362385340E-003
+3.50640070035E+007, +9.55011763014E-002, -7.67913173698E-003
+3.53141070535E+007, +9.66520910007E-002, -9.11001511738E-003
+3.55642071036E+007, +9.77212760100E-002, -1.03931186226E-002
+3.58143071536E+007, +9.87969845002E-002, -1.16998463916E-002
+3.60644072036E+007, +9.99044904830E-002, -1.32935065749E-002
+3.63145072536E+007, +1.01028815887E-001, -1.45975280080E-002
+3.65646073037E+007, +1.02143221849E-001, -1.61161019932E-002
+3.68147073537E+007, +1.03256651619E-001, -1.76490429752E-002
+3.70648074037E+007, +1.04448570319E-001, -1.91699704066E-002
+3.73149074537E+007, +1.05552764238E-001, -2.08661462511E-002
+3.75650075038E+007, +1.06742147219E-001, -2.24011112500E-002
+3.78151075538E+007, +1.07846026456E-001, -2.40990158589E-002
+3.80652076038E+007, +1.09085210628E-001, -2.58610148885E-002
+3.83153076538E+007, +1.10097330733E-001, -2.76087570271E-002
+3.85654077039E+007, +1.11343969118E-001, -2.94117163610E-002
+3.88155077539E+007, +1.12512556609E-001, -3.13017523152E-002
+3.90656078039E+007, +1.13556365910E-001, -3.32243595562E-002
+3.93157078539E+007, +1.14684753722E-001, -3.51545718001E-002
+3.95658079040E+007, +1.15821561852E-001, -3.71672030397E-002
+3.98159079540E+007, +1.16956690106E-001, -3.92941779903E-002
+4.00660080040E+007, +1.18176281484E-001, -4.13761662745E-002
+4.03161080540E+007, +1.19239668032E-001, -4.35366362088E-002
+4.05662081041E+007, +1.20332681290E-001, -4.57979397388E-002
+4.08163081541E+007, +1.21580345872E-001, -4.80408738787E-002
+4.10664082041E+007, +1.22657156311E-001, -5.04275341008E-002
+4.13165082541E+007, +1.23865253866E-001, -5.28292761646E-002
+4.15666083042E+007, +1.24925163825E-001, -5.53071465751E-002
+4.18167083542E+007, +1.26077692123E-001, -5.78743355063E-002
+4.20668084042E+007, +1.27164839730E-001, -6.05095893869E-002
+4.23169084542E+007, +1.28319853527E-001, -6.32339059156E-002
+4.25670085043E+007, +1.29382865496E-001, -6.59701111616E-002
+4.28171085543E+007, +1.30471944600E-001, -6.87346716891E-002
+4.30672086043E+007, +1.31587464041E-001, -7.18001874367E-002
+4.33173086543E+007, +1.32678334825E-001, -7.47312618256E-002
+4.35674087044E+007, +1.33743199684E-001, -7.79160697911E-002
+4.38175087544E+007, +1.34815241656E-001, -8.10684389105E-002
+4.40676088044E+007, +1.35922393422E-001, -8.42802311901E-002
+4.43177088544E+007, +1.37052717690E-001, -8.77635558647E-002
+4.45678089045E+007, +1.38125565381E-001, -9.12475593563E-002
+4.48179089545E+007, +1.39094412516E-001, -9.48205089740E-002
+4.50680090045E+007, +1.40238049607E-001, -9.85314166953E-002
+4.53181090545E+007, +1.41162525364E-001, -1.02336568567E-001
+4.55682091046E+007, +1.42178085512E-001, -1.06354197915E-001
+4.58183091546E+007, +1.43161980877E-001, -1.10492061657E-001
+4.60684092046E+007, +1.44082584250E-001, -1.14778499407E-001
+4.63185092546E+007, +1.45028231383E-001, -1.19067886988E-001
+4.65686093047E+007, +1.45970621492E-001, -1.23706104071E-001
+4.68187093547E+007, +1.46943024154E-001, -1.28330566893E-001
+4.70688094047E+007, +1.47670095641E-001, -1.33185424116E-001
+4.73189094547E+007, +1.48575896610E-001, -1.38272599548E-001
+4.75690095048E+007, +1.49283374490E-001, -1.43611573676E-001
+4.78191095548E+007, +1.50090521489E-001, -1.49019680300E-001
+4.80692096048E+007, +1.50737538662E-001, -1.54757894515E-001
+4.83193096548E+007, +1.51325099077E-001, -1.60640116448E-001
+4.85694097049E+007, +1.51774121041E-001, -1.66754342527E-001
+4.88195097549E+007, +1.52391557889E-001, -1.73180644874E-001
+4.90696098049E+007, +1.52721903273E-001, -1.79790446889E-001
+4.93197098549E+007, +1.52992605426E-001, -1.86878003043E-001
+4.95698099050E+007, +1.53236126315E-001, -1.94104041450E-001
+4.98199099550E+007, +1.53255984221E-001, -2.01767657761E-001
+5.00700100050E+007, +1.53183365594E-001, -2.09724160550E-001
+5.03201100550E+007, +1.53141589946E-001, -2.18088726201E-001
+5.05702101051E+007, +1.52740555874E-001, -2.26765854171E-001
+5.08203101551E+007, +1.52106208033E-001, -2.35994361968E-001
+5.10704102051E+007, +1.51119711081E-001, -2.45736836922E-001
+5.13205102551E+007, +1.50103554148E-001, -2.55774883778E-001
+5.15706103052E+007, +1.48710581443E-001, -2.66487867255E-001
+5.18207103552E+007, +1.46946830484E-001, -2.77708161341E-001
+5.20708104052E+007, +1.44694581897E-001, -2.89725348938E-001
+5.23209104552E+007, +1.42156844626E-001, -3.02118646884E-001
+5.25710105053E+007, +1.39010822049E-001, -3.15557612918E-001
+5.28211105553E+007, +1.35268033835E-001, -3.29376199689E-001
+5.30712106053E+007, +1.30834372006E-001, -3.44201573556E-001
+5.33213106553E+007, +1.25460728388E-001, -3.59915871657E-001
+5.35714107054E+007, +1.19221594522E-001, -3.76539242422E-001
+5.38215107554E+007, +1.11840920727E-001, -3.94008743796E-001
+5.40716108054E+007, +1.03126336753E-001, -4.12654746644E-001
+5.43217108554E+007, +9.27800013217E-002, -4.32102134085E-001
+5.45718109055E+007, +8.07695390424E-002, -4.52658881200E-001
+5.48219109555E+007, +6.63350816506E-002, -4.74138783026E-001
+5.50720110055E+007, +4.93447583946E-002, -4.96877530811E-001
+5.53221110555E+007, +2.96746672317E-002, -5.20395306121E-001
+5.55722111056E+007, +6.07596790110E-003, -5.44496310198E-001
+5.58223111556E+007, -2.11862147464E-002, -5.68955018570E-001
+5.60724112056E+007, -5.31559852440E-002, -5.93364760778E-001
+5.63225112556E+007, -9.06248466625E-002, -6.16819015235E-001
+5.65726113057E+007, -1.33933304383E-001, -6.38512353496E-001
+5.68227113557E+007, -1.83756082964E-001, -6.57176524542E-001
+5.70728114057E+007, -2.40363197931E-001, -6.71036356238E-001
+5.73229114557E+007, -3.03362318238E-001, -6.78521598035E-001
+5.75730115058E+007, -3.72554675820E-001, -6.76831545714E-001
+5.78231115558E+007, -4.46138157828E-001, -6.64027422250E-001
+5.80732116058E+007, -5.21605577643E-001, -6.37669685832E-001
+5.83233116558E+007, -5.95712023679E-001, -5.96879542576E-001
+5.85734117059E+007, -6.63862374361E-001, -5.40782515398E-001
+5.88235117559E+007, -7.21867731623E-001, -4.71322968699E-001
+5.90736118059E+007, -7.66095202615E-001, -3.91294319412E-001
+5.93237118559E+007, -7.94198476083E-001, -3.05198366052E-001
+5.95738119060E+007, -8.05315986040E-001, -2.17785673413E-001
+5.98239119560E+007, -8.00838370481E-001, -1.33492046904E-001
+6.00740120060E+007, -7.83101076609E-001, -5.53209499991E-002
+6.03241120560E+007, -7.54859560776E-001, +1.36089670692E-002
+6.05742121061E+007, -7.19483308962E-001, +7.32396391661E-002
+6.08243121561E+007, -6.79232411957E-001, +1.22994820882E-001
+6.10744122061E+007, -6.37107825809E-001, +1.63403301854E-001
+6.13245122561E+007, -5.94447323105E-001, +1.95814111677E-001
+6.15746123062E+007, -5.52359687609E-001, +2.20563055224E-001
+6.18247123562E+007, -5.12098897064E-001, +2.39314334668E-001
+6.20748124062E+007, -4.73947545050E-001, +2.53016561320E-001
+6.23249124562E+007, -4.38523137607E-001, +2.62615639218E-001
+6.25750125063E+007, -4.05354283671E-001, +2.68767294185E-001
+6.28251125563E+007, -3.75370597754E-001, +2.72437475714E-001
+6.30752126063E+007, -3.47231908690E-001, +2.74108597478E-001
+6.33253126563E+007, -3.21160415869E-001, +2.73830181352E-001
+6.35754127064E+007, -2.97544491286E-001, +2.72330184253E-001
+6.38255127564E+007, -2.75853420778E-001, +2.69871646806E-001
+6.40756128064E+007, -2.55858506141E-001, +2.66689984709E-001
+6.43257128564E+007, -2.37308720223E-001, +2.63090339709E-001
+6.45758129065E+007, -2.20588514587E-001, +2.59005003311E-001
+6.48259129565E+007, -2.04711685955E-001, +2.54559722843E-001
+6.50760130065E+007, -1.90549715544E-001, +2.50045806477E-001
+6.53261130565E+007, -1.76998742644E-001, +2.45306372075E-001
+6.55762131066E+007, -1.64858289192E-001, +2.40342326855E-001
+6.58263131566E+007, -1.53481787514E-001, +2.35562206109E-001
+6.60764132066E+007, -1.42663977122E-001, +2.30578964324E-001
+6.63265132566E+007, -1.32846601070E-001, +2.25628791263E-001
+6.65766133067E+007, -1.23670433986E-001, +2.20767172430E-001
+6.68267133567E+007, -1.15063755955E-001, +2.15800621669E-001
+6.70768134067E+007, -1.07018719249E-001, +2.11149460140E-001
+6.73269134567E+007, -9.96040732643E-002, +2.06279376890E-001
+6.75770135068E+007, -9.26959036512E-002, +2.01792043107E-001
+6.78271135568E+007, -8.60889858365E-002, +1.97266214153E-001
+6.80772136068E+007, -7.99119950813E-002, +1.92895440375E-001
+6.83273136568E+007, -7.41676664726E-002, +1.88513942401E-001
+6.85774137069E+007, -6.86984001643E-002, +1.84280943820E-001
+6.88275137569E+007, -6.36046731458E-002, +1.80199075944E-001
+6.90776138069E+007, -5.88507268520E-002, +1.75993732369E-001
+6.93277138569E+007, -5.43612442181E-002, +1.72001756264E-001
+6.95778139070E+007, -5.00932779368E-002, +1.68097267233E-001
+6.98279139570E+007, -4.61426480783E-002, +1.64339602946E-001
+7.00780140070E+007, -4.22488554930E-002, +1.60618878726E-001
+7.03281140570E+007, -3.88710531792E-002, +1.57013431153E-001
+7.05782141071E+007, -3.55821879485E-002, +1.53439821489E-001
+7.08283141571E+007, -3.24754654603E-002, +1.50198291086E-001
+7.10784142071E+007, -2.94066625293E-002, +1.46728841604E-001
+7.13285142571E+007, -2.65905327036E-002, +1.43581944726E-001
+7.15786143072E+007, -2.39024339051E-002, +1.40535547029E-001
+7.18287143572E+007, -2.12461376144E-002, +1.37556087354E-001
+7.20788144072E+007, -1.87532827661E-002, +1.34511336287E-001
+7.23289144572E+007, -1.63670909456E-002, +1.31705043270E-001
+7.25790145073E+007, -1.41384287046E-002, +1.28820621065E-001
+7.28291145573E+007, -1.20072200222E-002, +1.25988574508E-001
+7.30792146073E+007, -9.78938249064E-003, +1.23278673159E-001
+7.33293146573E+007, -7.92143620495E-003, +1.20516699847E-001
+7.35794147074E+007, -6.02625653466E-003, +1.17862441121E-001
+7.38295147574E+007, -4.09423447204E-003, +1.15250575171E-001
+7.40796148074E+007, -2.42931007945E-003, +1.12697040888E-001
+7.43297148574E+007, -8.51149425635E-004, +1.10133389580E-001
+7.45798149075E+007, +7.56307774670E-004, +1.07612958120E-001
+7.48299149575E+007, +2.04586998294E-003, +1.05191285487E-001
+7.50800150075E+007, +3.49896675455E-003, +1.02743962865E-001
+7.53301150575E+007, +4.76339331710E-003, +1.00478677605E-001
+7.55802151076E+007, +6.00600433107E-003, +9.81473249282E-002
+7.58303151576E+007, +7.20160475614E-003, +9.58595877718E-002
+7.60804152076E+007, +8.20891628872E-003, +9.35801983236E-002
+7.63305152576E+007, +9.21668753042E-003, +9.15822155637E-002
+7.65806153077E+007, +1.01848821188E-002, +8.93494680101E-002
+7.68307153577E+007, +1.12480240051E-002, +8.72870266798E-002
+7.70808154077E+007, +1.20848834444E-002, +8.50756588832E-002
+7.73309154577E+007, +1.27637232759E-002, +8.31213347908E-002
+7.75810155078E+007, +1.35610697632E-002, +8.10532951267E-002
+7.78311155578E+007, +1.41599196266E-002, +7.91388953478E-002
+7.80812156078E+007, +1.48541715340E-002, +7.72573586678E-002
+7.83313156578E+007, +1.54193828136E-002, +7.53624362791E-002
+7.85814157079E+007, +1.59694653572E-002, +7.36495176621E-002
+7.88315157579E+007, +1.65601329612E-002, +7.20019558662E-002
+7.90816158079E+007, +1.70329576441E-002, +7.01741677081E-002
+7.93317158579E+007, +1.76310213372E-002, +6.86268823684E-002
+7.95818159080E+007, +1.80129608404E-002, +6.68351493732E-002
+7.98319159580E+007, +1.83907772124E-002, +6.51976862069E-002
+8.00820160080E+007, +1.88324494105E-002, +6.35163931765E-002
+8.03321160580E+007, +1.91966707017E-002, +6.19189101509E-002
+8.05822161081E+007, +1.94531765182E-002, +6.03183001525E-002
+8.08323161581E+007, +1.98272886235E-002, +5.87540383829E-002
+8.10824162081E+007, +1.99138040307E-002, +5.73538436968E-002
+8.13325162581E+007, +2.02094878145E-002, +5.58407715865E-002
+8.15826163082E+007, +2.03829242691E-002, +5.43779551713E-002
+8.18327163582E+007, +2.04915187522E-002, +5.30022836839E-002
+8.20828164082E+007, +2.07185898726E-002, +5.16299207175E-002
+8.23329164582E+007, +2.09196928800E-002, +5.02389908267E-002
+8.25830165083E+007, +2.09809849569E-002, +4.89207243699E-002
+8.28331165583E+007, +2.11024151122E-002, +4.75714140899E-002
+8.30832166083E+007, +2.08454411506E-002, +4.59074071965E-002
+8.33333166583E+007, +2.11684132872E-002, +4.50330712619E-002
+8.35834167084E+007, +2.12212157397E-002, +4.37742861796E-002
+8.38335167584E+007, +2.12386176322E-002, +4.24389024808E-002
+8.40836168084E+007, +2.08434114702E-002, +4.13736368526E-002
+8.43337168584E+007, +2.13249529576E-002, +4.00570037278E-002
+8.45838169085E+007, +2.10957300537E-002, +3.89479761806E-002
+8.48339169585E+007, +2.10335197862E-002, +3.78153486391E-002
+8.50840170085E+007, +2.09717350781E-002, +3.67264371813E-002
+8.53341170585E+007, +2.08033449085E-002, +3.55586760776E-002
+8.55842171086E+007, +2.08184694189E-002, +3.45006535610E-002
+8.58343171586E+007, +2.05968727649E-002, +3.32942555874E-002
+8.60844172086E+007, +2.04675663738E-002, +3.23556764346E-002
+8.63345172586E+007, +2.04477341213E-002, +3.14671450029E-002
+8.65846173087E+007, +2.02004677538E-002, +3.05100765494E-002
+8.68347173587E+007, +1.99991962858E-002, +2.94791449879E-002
+8.70848174087E+007, +1.98175193731E-002, +2.86148202885E-002
+8.73349174587E+007, +1.95444862942E-002, +2.75359432825E-002
+8.75850175088E+007, +1.93756963515E-002, +2.66524691660E-002
+8.78351175588E+007, +1.90655719965E-002, +2.59349240362E-002
+8.80852176088E+007, +1.92742309019E-002, +2.44986023906E-002
+8.83353176588E+007, +1.86679741365E-002, +2.41072071996E-002
+8.85854177089E+007, +1.83478198860E-002, +2.31999782206E-002
+8.88355177589E+007, +1.81516389495E-002, +2.25619631250E-002
+8.90856178089E+007, +1.81071054937E-002, +2.15389630071E-002
+8.93357178589E+007, +1.73938606719E-002, +2.10271673309E-002
+8.95858179090E+007, +1.78271489704E-002, +2.09042115331E-002
+8.98359179590E+007, +1.68504299642E-002, +1.94522520236E-002
+9.00860180090E+007, +1.67272653251E-002, +1.83511057569E-002
+9.03361180590E+007, +1.62242881186E-002, +1.81389518000E-002
+9.05862181091E+007, +1.61642979044E-002, +1.74134404227E-002
+9.08363181591E+007, +1.57852024510E-002, +1.65510570978E-002
+9.10864182091E+007, +1.52287699812E-002, +1.60034674955E-002
+9.13365182591E+007, +1.53679928023E-002, +1.65453263324E-002
+9.15866183092E+007, +1.46908521155E-002, +1.46261879445E-002
+9.18367183592E+007, +1.41555936637E-002, +1.41767478952E-002
+9.20868184092E+007, +1.39563382511E-002, +1.35253225780E-002
+9.23369184592E+007, +1.34456179073E-002, +1.30603391870E-002
+9.25870185093E+007, +1.29849028821E-002, +1.23611375339E-002
+9.28371185593E+007, +1.29128112691E-002, +1.17700879660E-002
+9.30872186093E+007, +1.24761008846E-002, +1.09345724882E-002
+9.33373186593E+007, +1.20460557545E-002, +1.09344576607E-002
+9.35874187094E+007, +1.16615991072E-002, +1.02939912078E-002
+9.38375187594E+007, +1.12788248793E-002, +9.89658833253E-003
+9.40876188094E+007, +1.09980692770E-002, +9.34004955659E-003
+9.43377188594E+007, +1.06601493076E-002, +8.96261216258E-003
+9.45878189095E+007, +1.04129673011E-002, +8.47091308206E-003
+9.48379189595E+007, +9.87860787994E-003, +7.95109006017E-003
+9.50880190095E+007, +9.54511206107E-003, +7.48915158488E-003
+9.53381190595E+007, +8.97764277332E-003, +7.06378877380E-003
+9.55882191096E+007, +8.51276185781E-003, +6.65436608852E-003
+9.58383191596E+007, +8.20695944755E-003, +6.03746884334E-003
+9.60884192096E+007, +7.81412954370E-003, +5.59023189849E-003
+9.63385192596E+007, +7.75021175641E-003, +5.44273629824E-003
+9.65886193097E+007, +6.86618477730E-003, +4.98725471373E-003
+9.68387193597E+007, +6.60848395961E-003, +4.52106545600E-003
+9.70888194097E+007, +5.99825489710E-003, +4.25315235217E-003
+9.73389194597E+007, +5.61266928433E-003, +3.88422273592E-003
+9.75890195098E+007, +5.16718828623E-003, +3.60883386399E-003
+9.78391195598E+007, +4.69288819888E-003, +3.26258476953E-003
+9.80892196098E+007, +4.52992011094E-003, +2.96933782368E-003
+9.83393196598E+007, +3.71523954747E-003, +2.67913061482E-003
+9.85894197099E+007, +3.26184304779E-003, +2.47362932385E-003
+9.88395197599E+007, +2.81126094525E-003, +2.11630224674E-003
+9.90896198099E+007, +2.29079248161E-003, +1.87639304755E-003
+9.93397198599E+007, +1.78369059165E-003, +1.61359381362E-003
+9.95898199100E+007, +1.43172308348E-003, +1.52550836486E-003
+9.98399199600E+007, +9.07930920189E-004, +1.25516240556E-003
+1.00090020010E+008, +4.30694248946E-004, +1.08239614317E-003
+1.00340120060E+008, -2.97160190650E-005, +9.48826887450E-004
+1.00590220110E+008, -5.33596760284E-004, +7.38464456346E-004
+1.00840320160E+008, -9.45186211415E-004, +5.74934536329E-004
+1.01090420210E+008, -1.37822696888E-003, +4.89183660574E-004
+1.01340520260E+008, -1.84021860295E-003, +3.47694817008E-004
+1.01590620310E+008, -2.39332741710E-003, +2.25266343309E-004
+1.01840720360E+008, -2.95603332399E-003, +2.48839916600E-004
+1.02090820410E+008, -3.37839740475E-003, +1.41265564902E-004
+1.02340920460E+008, -3.79722941101E-003, -1.82358613876E-005
+1.02591020510E+008, -4.24683054519E-003, -7.95145614152E-005
+1.02841120560E+008, -4.80236374510E-003, -7.53620625031E-005
+1.03091220610E+008, -5.29826311469E-003, +3.85510791932E-005
+1.03341320660E+008, -5.68760757950E-003, -7.88079169463E-005
+1.03591420710E+008, -6.08233698338E-003, -5.45844797781E-005
+1.03841520760E+008, -6.61342865895E-003, +6.32185210961E-006
+1.04091620810E+008, -7.09033553833E-003, -7.84199877067E-005
+1.04341720860E+008, -7.43726938557E-003, +3.30587236687E-005
+1.04591820910E+008, -7.83671363690E-003, -1.26988162416E-006
+1.04841920960E+008, -8.28181776523E-003, +2.74299212169E-005
+1.05092021011E+008, -8.60816812813E-003, +1.86769666167E-004
